SubjectID,block,width,p
GB727,1.000000,0.350000,0.599105
GB727,2.000000,0.350000,0.443257
GB727,3.000000,0.350000,0.447200
GB727,1.000000,0.350000,0.369563
GB727,2.000000,0.350000,0.510085
GB727,3.000000,0.350000,0.546119
GB727,1.000000,0.350000,0.401743
GB727,2.000000,0.350000,0.538987
GB727,3.000000,0.350000,0.421979
GB727,1.000000,0.350000,0.599105
GB727,2.000000,0.350000,0.510085
GB727,3.000000,0.350000,0.421979
GB727,1.000000,0.350000,0.401743
GB727,2.000000,0.350000,0.492444
GB727,3.000000,0.350000,0.532349
GB727,1.000000,0.350000,0.690997
GB727,2.000000,0.350000,0.443257
GB727,3.000000,0.350000,0.441224
GB727,1.000000,0.350000,0.564175
GB727,2.000000,0.350000,0.547964
GB727,3.000000,0.350000,0.447200
GB727,1.000000,0.350000,0.369563
GB727,2.000000,0.350000,0.445433
GB727,3.000000,0.350000,0.510527
GB727,1.000000,0.350000,0.651454
GB727,2.000000,0.350000,0.492444
GB727,3.000000,0.350000,0.569321
GB727,1.000000,0.350000,0.380005
GB727,2.000000,0.350000,0.443257
GB727,3.000000,0.350000,0.487757
GB727,1.000000,0.350000,0.561303
GB727,2.000000,0.350000,0.520814
GB727,3.000000,0.350000,0.421979
GB727,1.000000,0.350000,0.505890
GB727,2.000000,0.350000,0.477568
GB727,3.000000,0.350000,0.532349
GB727,1.000000,0.350000,0.380005
GB727,2.000000,0.350000,0.504058
GB727,3.000000,0.350000,0.447200
GB727,1.000000,0.350000,0.508082
GB727,2.000000,0.350000,0.492444
GB727,3.000000,0.350000,0.532349
GB727,1.000000,0.350000,0.625199
GB727,2.000000,0.350000,0.453690
GB727,3.000000,0.350000,0.457338
GB727,1.000000,0.350000,0.465422
GB727,2.000000,0.350000,0.477568
GB727,3.000000,0.350000,0.491582
GB727,1.000000,0.350000,0.505890
GB727,2.000000,0.350000,0.501643
GB727,3.000000,0.350000,0.491582
GB727,1.000000,0.350000,0.432208
GB727,2.000000,0.350000,0.510662
GB727,3.000000,0.350000,0.468159
GB727,1.000000,0.350000,0.561303
GB727,2.000000,0.350000,0.492444
GB727,3.000000,0.350000,0.590207
GB727,1.000000,0.350000,0.508082
GB727,2.000000,0.350000,0.554567
GB727,3.000000,0.350000,0.447200
GB727,1.000000,0.350000,0.625199
GB727,2.000000,0.350000,0.569860
GB727,3.000000,0.350000,0.457338
GB727,1.000000,0.350000,0.380005
GB727,2.000000,0.350000,0.569860
GB727,3.000000,0.350000,0.590207
GB727,1.000000,0.350000,0.526874
GB727,2.000000,0.350000,0.492444
GB727,3.000000,0.350000,0.441224
GB727,1.000000,0.350000,0.465422
GB727,2.000000,0.350000,0.520814
GB727,3.000000,0.350000,0.590207
GB727,1.000000,0.350000,0.369563
GB727,2.000000,0.350000,0.569860
GB727,3.000000,0.350000,0.457338
GB727,1.000000,0.350000,0.369563
GB727,2.000000,0.350000,0.477568
GB727,3.000000,0.350000,0.569321
GB727,1.000000,0.350000,0.690997
GB727,2.000000,0.350000,0.461204
GB727,3.000000,0.350000,0.447200
GB727,1.000000,0.350000,0.564175
GB727,2.000000,0.350000,0.453690
GB727,3.000000,0.350000,0.546119
GB727,1.000000,0.350000,0.432208
GB727,2.000000,0.350000,0.510662
GB727,3.000000,0.350000,0.491582
GB727,1.000000,0.350000,0.690997
GB727,2.000000,0.350000,0.443257
GB727,3.000000,0.350000,0.590207
GB727,1.000000,0.350000,0.432208
GB727,2.000000,0.350000,0.461204
GB727,3.000000,0.350000,0.441224
GB727,1.000000,0.350000,0.508082
GB727,2.000000,0.350000,0.443257
GB727,3.000000,0.350000,0.569321
GB727,1.000000,0.350000,0.508082
GB727,2.000000,0.350000,0.510662
GB727,3.000000,0.350000,0.510527
GB727,1.000000,0.350000,0.526874
GB727,2.000000,0.350000,0.510085
GB727,3.000000,0.350000,0.590207
GB727,1.000000,0.350000,0.564175
GB727,2.000000,0.350000,0.492444
GB727,3.000000,0.350000,0.487757
GB727,1.000000,0.350000,0.625199
GB727,2.000000,0.350000,0.501643
GB727,3.000000,0.350000,0.539067
GB727,1.000000,0.350000,0.625199
GB727,2.000000,0.350000,0.461204
GB727,3.000000,0.350000,0.441224
GB727,1.000000,0.350000,0.465422
GB727,2.000000,0.350000,0.510085
GB727,3.000000,0.350000,0.553346
GB727,1.000000,0.350000,0.505890
GB727,2.000000,0.350000,0.554567
GB727,3.000000,0.350000,0.457338
GB727,1.000000,0.350000,0.465422
GB727,2.000000,0.350000,0.453690
GB727,3.000000,0.350000,0.487757
GB727,1.000000,0.350000,0.651454
GB727,2.000000,0.350000,0.538987
GB727,3.000000,0.350000,0.539067
GB727,1.000000,0.350000,0.401743
GB727,2.000000,0.350000,0.554567
GB727,3.000000,0.350000,0.553346
GB727,1.000000,0.350000,0.380005
GB727,2.000000,0.350000,0.504058
GB727,3.000000,0.350000,0.539067
GB727,1.000000,0.350000,0.599105
GB727,2.000000,0.350000,0.510662
GB727,3.000000,0.350000,0.532349
GB727,1.000000,0.350000,0.432208
GB727,2.000000,0.350000,0.501643
GB727,3.000000,0.350000,0.553346
GB727,1.000000,0.350000,0.561303
GB727,2.000000,0.350000,0.547964
GB727,3.000000,0.350000,0.539067
GB727,1.000000,0.350000,0.564175
GB727,2.000000,0.350000,0.569860
GB727,3.000000,0.350000,0.491582
GB727,1.000000,0.350000,0.561303
GB727,2.000000,0.350000,0.453690
GB727,3.000000,0.350000,0.441224
GB727,1.000000,0.350000,0.564175
GB727,2.000000,0.350000,0.510085
GB727,3.000000,0.350000,0.487757
GB727,1.000000,0.350000,0.380005
GB727,2.000000,0.350000,0.453690
GB727,3.000000,0.350000,0.468159
GB727,1.000000,0.350000,0.526874
GB727,2.000000,0.350000,0.547964
GB727,3.000000,0.350000,0.468159
GB727,1.000000,0.350000,0.380005
GB727,2.000000,0.350000,0.461204
GB727,3.000000,0.350000,0.539067
GB727,1.000000,0.350000,0.505890
GB727,2.000000,0.350000,0.547964
GB727,3.000000,0.350000,0.491582
GB727,1.000000,0.350000,0.380005
GB727,2.000000,0.350000,0.477568
GB727,3.000000,0.350000,0.491582
GB727,1.000000,0.350000,0.599105
GB727,2.000000,0.350000,0.510085
GB727,3.000000,0.350000,0.590207
GB727,1.000000,0.350000,0.401743
GB727,2.000000,0.350000,0.520814
GB727,3.000000,0.350000,0.539067
GB727,1.000000,0.350000,0.369563
GB727,2.000000,0.350000,0.538987
GB727,3.000000,0.350000,0.447200
GB727,1.000000,0.350000,0.526874
GB727,2.000000,0.350000,0.453690
GB727,3.000000,0.350000,0.546119
GB727,1.000000,0.350000,0.432208
GB727,2.000000,0.350000,0.547964
GB727,3.000000,0.350000,0.457338
GB727,1.000000,0.350000,0.690997
GB727,2.000000,0.350000,0.501643
GB727,3.000000,0.350000,0.487757
GB727,1.000000,0.350000,0.401743
GB727,2.000000,0.350000,0.569860
GB727,3.000000,0.350000,0.457338
GB727,1.000000,0.350000,0.561303
GB727,2.000000,0.350000,0.504058
GB727,3.000000,0.350000,0.539067
GB727,1.000000,0.350000,0.401743
GB727,2.000000,0.350000,0.538987
GB727,3.000000,0.350000,0.569321
GB727,1.000000,0.350000,0.432208
GB727,2.000000,0.350000,0.461204
GB727,3.000000,0.350000,0.421979
GB727,1.000000,0.350000,0.505890
GB727,2.000000,0.350000,0.510662
GB727,3.000000,0.350000,0.487757
GB727,1.000000,0.350000,0.526874
GB727,2.000000,0.350000,0.504058
GB727,3.000000,0.350000,0.510527
GB727,1.000000,0.350000,0.369563
GB727,2.000000,0.350000,0.520814
GB727,3.000000,0.350000,0.447200
GB727,1.000000,0.350000,0.508082
GB727,2.000000,0.350000,0.477568
GB727,3.000000,0.350000,0.457338
GB727,1.000000,0.350000,0.465422
GB727,2.000000,0.350000,0.510662
GB727,3.000000,0.350000,0.491582
GB727,1.000000,0.350000,0.651454
GB727,2.000000,0.350000,0.538987
GB727,3.000000,0.350000,0.569321
