"","step","sound2","response","RT"
"1",1,"Ba",0.2,0.894155
"2",1,"Da",0.2,1.003049807
"3",1,"Single",0.2,0.44255833563
"4",2,"Ba",0.3,0.91722813
"5",2,"Da",0.2,0.770875403
"6",2,"Single",0.5,0.4723710906
"7",3,"Ba",0.1,0.57403713
"8",3,"Da",0.3,1.36626873
"9",3,"Single",0.6,0.582129793
"10",4,"Ba",0.3,2.41591262
"11",4,"Da",0.2,0.61096508
"12",4,"Single",0.5,0.55277181653
"13",5,"Ba",0.2,0.95266772
"14",5,"Da",0.5,0.62869142
"15",5,"Single",0.9,0.40809840229
"16",6,"Ba",0.1,1.20149346
"17",6,"Da",0.5,1.28401547879
"18",6,"Single",1,0.52689303261
"19",7,"Ba",0.7,1.9716471
"20",7,"Da",0.7,0.48281129
"21",7,"Single",0.9,0.4281606058
