"","step","sound2","response","RT"
"1",1,"Sa",0.6,0.77701029
"2",1,"Sha",0.3,0.68054535
"3",1,"Single",0.6,0.581984629
"4",2,"Sa",0.1,0.61511065
"5",2,"Sha",0.7,0.62308935
"6",2,"Single",0.6,0.32659406135
"7",3,"Sa",0.4,0.6697121
"8",3,"Sha",0.1,0.72061631
"9",3,"Single",0.4,0.84462317
"10",4,"Sa",0.5,0.90336759
"11",4,"Sha",0.5,0.52676983
"12",4,"Single",0.1,0.74872661538
"13",5,"Sa",0.6,0.89133342
"14",5,"Sha",0.6,0.72072883
"15",5,"Single",0.2,0.60366316
"16",6,"Sa",0.5,0.78415061
"17",6,"Sha",0.7,0.54585135
"18",6,"Single",0.9,0.64062234102
"19",7,"Sa",0.5,0.79579109
"20",7,"Sha",0.5,0.67260095
"21",7,"Single",0.6,0.73560312
