"","step","sound2","response","RT"
"1",1,"Ba",0.3,1.8066682
"2",1,"Da",0.2,1.22172401
"3",1,"Single",0,0.670804777
"4",2,"Ba",0.7,4.69408341
"5",2,"Da",0.2,1.49588624
"6",2,"Single",0.2,0.41604843969
"7",3,"Ba",0.3,1.63851292
"8",3,"Da",0,1.59995595
"9",3,"Single",0.1,0.504128341
"10",4,"Ba",0.3,1.67706389
"11",4,"Da",0.3,0.80782719
"12",4,"Single",0.2,0.299289482
"13",5,"Ba",0.4,2.20299659
"14",5,"Da",0.8,1.34382742
"15",5,"Single",0.7,0.443136192
"16",6,"Ba",0.4,2.05942122
"17",6,"Da",0.8,0.927357161
"18",6,"Single",1,1.00416017
"19",7,"Ba",0.7,1.85696228
"20",7,"Da",1,1.4122096
"21",7,"Single",1,1.046033721
