"","step","sound2","response","RT"
"1",1,"Da",0.1,0.58716261618
"2",1,"Ba",0.5,0.97773843
"3",1,"Single",0.3,0.90488497
"4",2,"Da",0.2,0.57840984
"5",2,"Ba",0.3,0.60638431
"6",2,"Single",0.1,0.4463072
"7",3,"Da",0.5,0.66260031
"8",3,"Ba",0.1,0.55005607
"9",3,"Single",0.1,0.66386215916
"10",4,"Da",0.6,0.92243974
"11",4,"Ba",0.5,0.93922461
"12",4,"Single",0.3,0.55998343
"13",5,"Da",0.7,1.1076675
"14",5,"Ba",0.8,0.53991323
"15",5,"Single",0.9,0.63548246552
"16",6,"Da",0.7,1.22440643
"17",6,"Ba",0.9,1.18782691
"18",6,"Single",0.8,0.65415260679
"19",7,"Da",0.7,0.60106105
"20",7,"Ba",0.8,0.58005594
"21",7,"Single",0.6,0.24242151655
