"","step","sound2","response","RT"
"1",1,"Da",0.3,1.21787772
"2",1,"Ba",0.4,1.29319818
"3",1,"Single",0.2,1.06307254
"4",2,"Da",0.1,3.92723518
"5",2,"Ba",0.5,1.29150882
"6",2,"Single",0.2,1.01355158346
"7",3,"Da",0.3,1.61465238
"8",3,"Ba",0,0.91359173
"9",3,"Single",0,2.13229577
"10",4,"Da",0.3,0.96030038
"11",4,"Ba",0.5,1.38271555
"12",4,"Single",0.1,1.529307716
"13",5,"Da",0.4,1.49675718
"14",5,"Ba",0.3,1.03270206
"15",5,"Single",0.1,1.2445461
"16",6,"Da",0.4,1.0211693
"17",6,"Ba",0.6,0.6700895
"18",6,"Single",0.2,1.99673473
"19",7,"Da",0.4,0.9575702
"20",7,"Ba",0.3,1.33043367
"21",7,"Single",0.3,1.2764763
