"","step","sound2","response","RT"
"1",1,"Da",0.2,0.46324817
"2",1,"Ba",0.2,1.48651979
"3",1,"Single",0.1,0.384141837
"4",2,"Da",0,0.44886683
"5",2,"Ba",0,0.8074188
"6",2,"Single",0.1,0.309184727
"7",3,"Da",0.2,0.56077699
"8",3,"Ba",0,0.8010824
"9",3,"Single",0.3,0.4244473194
"10",4,"Da",0.3,0.65773107
"11",4,"Ba",0,1.0016882
"12",4,"Single",0.8,0.68162108
"13",5,"Da",0.8,0.75258878
"14",5,"Ba",0.6,1.52066219
"15",5,"Single",0.8,0.482649397
"16",6,"Da",1,0.7705013
"17",6,"Ba",0.8,0.76125163
"18",6,"Single",0.9,0.51219484341
"19",7,"Da",1,0.5683156
"20",7,"Ba",0.7,1.14748671
"21",7,"Single",1,0.25050896313
