"","step","sound2","response","RT"
"1",1,"Sha",0.2,1.62117641
"2",1,"Sa",0.3,0.58455933
"3",1,"Single",0.4,0.35302045265
"4",2,"Sha",0.3,0.5991123
"5",2,"Sa",0.1,0.6404813
"6",2,"Single",0.3,0.43746711676
"7",3,"Sha",0.4,0.90728752
"8",3,"Sa",0.3,0.59186152
"9",3,"Single",0.3,0.417575982
"10",4,"Sha",0.6,0.579218469
"11",4,"Sa",0.4,0.66399859
"12",4,"Single",0.4,0.55242603
"13",5,"Sha",0.9,0.66847961
"14",5,"Sa",0.6,1.00825127
"15",5,"Single",0.8,0.48342347
"16",6,"Sha",0.8,0.60956022
"17",6,"Sa",0.8,0.71915525
"18",6,"Single",0.9,0.56083121181
"19",7,"Sha",0.9,0.86198199
"20",7,"Sa",0.7,0.98416591
"21",7,"Single",0.8,0.385215576
