"","step","sound2","response","RT"
"1",1,"Da",0.1,0.318164586
"2",1,"Ba",0,0.257923587
"3",1,"Single",0.1,0.87461791
"4",2,"Da",0,0.373515193
"5",2,"Ba",0.1,0.385270107
"6",2,"Single",0.2,0.51813771
"7",3,"Da",0.1,0.3971025
"8",3,"Ba",0.1,1.00983543
"9",3,"Single",0.3,0.60047545803
"10",4,"Da",0.6,0.283685736
"11",4,"Ba",0.7,0.628676988
"12",4,"Single",0.9,0.51755513588
"13",5,"Da",0.9,1.016440519
"14",5,"Ba",0.8,0.678730905
"15",5,"Single",1,0.74785959
"16",6,"Da",1,0.296345313
"17",6,"Ba",0.8,0.517174863
"18",6,"Single",0.7,0.672125795
"19",7,"Da",1,0.322822387
"20",7,"Ba",0.9,0.49516612
"21",7,"Single",0.9,0.61225881
