"","step","sound2","response","RT"
"1",1,"Da",0,0.88136462
"2",1,"Ba",0,0.66760819
"3",1,"Single",0,0.33505326
"4",2,"Da",0.1,0.84516251
"5",2,"Ba",0.1,0.8080648
"6",2,"Single",0,0.56213637
"7",3,"Da",0.1,1.27805002
"8",3,"Ba",0,0.61617778
"9",3,"Single",0,0.35163609619
"10",4,"Da",0.4,1.45396728
"11",4,"Ba",0.4,0.68060237
"12",4,"Single",0,0.60792883
"13",5,"Da",0.8,1.2041083
"14",5,"Ba",0.8,0.7966137
"15",5,"Single",0.2,0.69256034
"16",6,"Da",0.9,1.46766592
"17",6,"Ba",0.9,0.64056722
"18",6,"Single",0.6,1.2194059
"19",7,"Da",1,0.73508308
"20",7,"Ba",1,0.54221485
"21",7,"Single",1,0.58120326
