"","step","sound2","response","RT"
"1",1,"Ba",0,0.66488981
"2",1,"Da",0.1,0.6401621
"3",1,"Single",0.2,0.82293919686
"4",2,"Ba",0,0.722864055
"5",2,"Da",0.1,0.87345527
"6",2,"Single",0.1,0.47210557722
"7",3,"Ba",0,1.24721308
"8",3,"Da",0.4,0.7192077
"9",3,"Single",0.2,0.738799158
"10",4,"Ba",0.7,1.03670958
"11",4,"Da",0.9,1.1259033
"12",4,"Single",0.8,0.9657727
"13",5,"Ba",1,1.28959617
"14",5,"Da",1,1.32516299
"15",5,"Single",0.8,0.91069615
"16",6,"Ba",1,1.28556468
"17",6,"Da",1,0.53644298
"18",6,"Single",0.8,0.86539193
"19",7,"Ba",0.8,1.23834198
"20",7,"Da",0.9,1.48736134
"21",7,"Single",0.7,0.635177025
