"","step","sound2","response","RT"
"1",1,"Sa",0.2,1.879319148
"2",1,"Sha",0.1,0.53913159
"3",1,"Single",0.2,0.24301178503
"4",2,"Sa",0.2,0.90288827
"5",2,"Sha",0.1,0.66302679
"6",2,"Single",0.3,0.6243950181
"7",3,"Sa",0.6,2.26971793
"8",3,"Sha",0.111111111111111,0.89910161
"9",3,"Single",0.8,0.3293091282
"10",4,"Sa",0.9,0.64317555078
"11",4,"Sha",0.8,0.58716064
"12",4,"Single",0.8,0.33295326155
"13",5,"Sa",0.8,0.89438918699
"14",5,"Sha",1,0.6602475
"15",5,"Single",0.7,0.22717339257
"16",6,"Sa",0.9,1.74757401
"17",6,"Sha",0.9,1.08940569
"18",6,"Single",0.7,0.2550739806
"19",7,"Sa",0.8,2.18909458
"20",7,"Sha",1,0.64194507
"21",7,"Single",0.7,0.39191877946
