"","step","sound2","response","RT"
"1",1,"Ba",0,0.53856238
"2",1,"Da",0,0.96852211
"3",1,"Single",0.1,0.28141560326
"4",2,"Ba",0,0.55811242
"5",2,"Da",0,0.48221188
"6",2,"Single",0,0.77524799
"7",3,"Ba",0,0.66246347
"8",3,"Da",0.2,0.91173341
"9",3,"Single",0.4,0.78043999
"10",4,"Ba",0.2,0.56483987
"11",4,"Da",0.9,0.59186191
"12",4,"Single",0.9,0.42926042502
"13",5,"Ba",0.8,0.74544646703
"14",5,"Da",1,0.46577064
"15",5,"Single",1,0.577001681
"16",6,"Ba",1,0.7426972
"17",6,"Da",1,0.79896159
"18",6,"Single",1,0.582788474
"19",7,"Ba",1,0.72352857
"20",7,"Da",1,0.41744159
"21",7,"Single",1,0.32071846
