"","step","sound2","response","RT"
"1",1,"Ba",0.3,0.44740038
"2",1,"Da",0.4,0.58861723
"3",1,"Single",0.7,0.38939543144
"4",2,"Ba",0.2,0.72623118
"5",2,"Da",0.3,0.59400858
"6",2,"Single",0.5,0.65726599798
"7",3,"Ba",0.3,0.70472629
"8",3,"Da",0.3,0.521064895
"9",3,"Single",0.3,0.444531498
"10",4,"Ba",0.2,0.8736273
"11",4,"Da",0.8,0.424067132
"12",4,"Single",0.5,0.39519761138
"13",5,"Ba",0.6,0.50278311675
"14",5,"Da",0.4,0.62216661
"15",5,"Single",0.3,0.26085834265
"16",6,"Ba",0.4,0.82312471
"17",6,"Da",0.4,0.638969801
"18",6,"Single",0.2,0.54367344706
"19",7,"Ba",0.7,0.43856275
"20",7,"Da",0.7,0.523034837
"21",7,"Single",0.2,0.24215664414
