"","step","sound2","response","RT"
"1",1,"Ba",0,0.56312095
"2",1,"Da",0,0.65304043
"3",1,"Single",0,0.2889497
"4",2,"Ba",0,0.68630073
"5",2,"Da",0.1,0.4541445
"6",2,"Single",0,0.42700088
"7",3,"Ba",0,0.93416848
"8",3,"Da",0.2,0.57784341
"9",3,"Single",0.3,0.56275794704
"10",4,"Ba",0.6,0.6033374
"11",4,"Da",1,0.56406755
"12",4,"Single",1,0.560410558
"13",5,"Ba",0.9,0.72551892
"14",5,"Da",1,0.42925676
"15",5,"Single",1,0.6039727
"16",6,"Ba",1,0.92316169
"17",6,"Da",1,0.42037468
"18",6,"Single",1,0.24866026
"19",7,"Ba",1,0.62501992
"20",7,"Da",1,0.32160799
"21",7,"Single",1,0.29086527
