"","step","sound2","response","RT"
"1",1,"Da",0,1.31017419
"2",1,"Ba",0,1.59685111
"3",1,"Single",0,0.43651213477
"4",2,"Da",0.1,1.37439192
"5",2,"Ba",0,1.9311373973
"6",2,"Single",0,0.61696577953
"7",3,"Da",0,1.22798541
"8",3,"Ba",0,1.03797684021
"9",3,"Single",0,0.4440130756
"10",4,"Da",0.2,1.36558638
"11",4,"Ba",0,0.64275072
"12",4,"Single",0,0.47477512
"13",5,"Da",0.7,0.7333053
"14",5,"Ba",0.8,1.10192799
"15",5,"Single",0.1,0.691793511
"16",6,"Da",0.9,0.89463501
"17",6,"Ba",0.7,0.764559715
"18",6,"Single",0.6,0.8973313807
"19",7,"Da",1,0.65172641
"20",7,"Ba",0.9,0.66443228
"21",7,"Single",0.9,0.47422803
