"","step","sound2","response","RT"
"1",1,"Ba",0,0.69266854
"2",1,"Da",0.2,0.633757383
"3",1,"Single",0.1,0.87227421
"4",2,"Ba",0.6,0.47790019934
"5",2,"Da",0.4,0.82086098
"6",2,"Single",0.3,0.54420686
"7",3,"Ba",0.3,0.899981266
"8",3,"Da",0.1,0.83952109
"9",3,"Single",0.4,0.52188794
"10",4,"Ba",0.3,0.92290226
"11",4,"Da",0.6,0.69432388
"12",4,"Single",0.7,0.60168100632
"13",5,"Ba",0.5,0.81981945
"14",5,"Da",0.7,0.65401147
"15",5,"Single",0.6,0.539042909
"16",6,"Ba",0.7,0.6425442
"17",6,"Da",0.7,0.8035126
"18",6,"Single",0.8,0.59187259
"19",7,"Ba",0.8,0.91423383
"20",7,"Da",0.7,0.77464291
"21",7,"Single",0.9,0.90805937
