"","step","sound2","response","RT"
"1",1,"Sa",0.1,0.76106482
"2",1,"Sha",0,0.99288759
"3",1,"Single",0.2,0.6780361
"4",2,"Sa",0.2,0.98082852
"5",2,"Sha",0.333333333333333,1.02521661
"6",2,"Single",0.1,1.11130209
"7",3,"Sa",0.4,0.70401752
"8",3,"Sha",0.2,1.39572596
"9",3,"Single",0.1,0.63602195
"10",4,"Sa",0.8,0.73470882
"11",4,"Sha",0.6,0.95864579
"12",4,"Single",0.7,0.67357552
"13",5,"Sa",0.8,0.71700057
"14",5,"Sha",0.7,1.25089141
"15",5,"Single",1,0.73365875
"16",6,"Sa",1,0.55670798
"17",6,"Sha",0.9,1.11435618
"18",6,"Single",0.9,0.44994867
"19",7,"Sa",0.9,0.74017806
"20",7,"Sha",0.9,1.72600091
"21",7,"Single",0.9,0.57019112
