"","step","sound2","response","RT"
"1",1,"Sa",0.4,0.57046608
"2",1,"Sha",0.1,0.95155601
"3",1,"Single",0.2,0.27936531559
"4",2,"Sa",0.5,0.53111802
"5",2,"Sha",0,1.14522725
"6",2,"Single",0.2,0.17458269397
"7",3,"Sa",0.3,0.61860608
"8",3,"Sha",0.2,0.75416773
"9",3,"Single",0.5,0.26648053058
"10",4,"Sa",0.8,0.60998126
"11",4,"Sha",0.8,1.7896319
"12",4,"Single",0.7,0.25725200944
"13",5,"Sa",0.9,0.5347476
"14",5,"Sha",1,1.95696762
"15",5,"Single",0.9,0.41766111913
"16",6,"Sa",0.9,0.48300881
"17",6,"Sha",0.9,1.04734924
"18",6,"Single",0.9,0.68049546912
"19",7,"Sa",0.8,0.50813159
"20",7,"Sha",0.7,1.36469671
"21",7,"Single",0.8,0.2292051092
