"","step","sound2","response","RT"
"1",1,"Da",0.2,1.08291574
"2",1,"Ba",0.4,0.92194862
"3",1,"Single",0.6,0.42264748
"4",2,"Da",0.4,1.05910599
"5",2,"Ba",0.5,0.86840014
"6",2,"Single",0.6,0.314757363
"7",3,"Da",0.4,0.98763808
"8",3,"Ba",0.1,0.8054957
"9",3,"Single",0.5,0.37180854617
"10",4,"Da",0.7,1.5253719
"11",4,"Ba",0.4,0.88049875
"12",4,"Single",0.4,0.64855364645
"13",5,"Da",0.4,0.79977061
"14",5,"Ba",0.7,0.647734477
"15",5,"Single",0.4,0.53860090583
"16",6,"Da",0.5,1.58105943
"17",6,"Ba",0.7,0.64914283058
"18",6,"Single",0.4,0.39761109892
"19",7,"Da",0.5,1.19577454
"20",7,"Ba",0.5,0.57420302
"21",7,"Single",0.3,0.518989067
