"","step","sound2","response","RT"
"1",1,"Sa",0.7,1.5957031
"2",1,"Sha",0,0.95183793
"3",1,"Single",0,0.538862907
"4",2,"Sa",0.4,0.72121259
"5",2,"Sha",0.3,1.21637618
"6",2,"Single",0.2,0.543616686
"7",3,"Sa",0.4,1.3525795
"8",3,"Sha",0.1,0.82882059
"9",3,"Single",0.5,0.66713768
"10",4,"Sa",0.8,0.68436316
"11",4,"Sha",0.4,1.61895761
"12",4,"Single",0.8,0.653012974
"13",5,"Sa",0.7,1.20796314
"14",5,"Sha",0.5,1.2564617
"15",5,"Single",0.8,0.51363605
"16",6,"Sa",0.8,0.72607437
"17",6,"Sha",0.9,0.90896573
"18",6,"Single",0.8,0.37091201
"19",7,"Sa",0.7,0.79822203
"20",7,"Sha",0.7,1.08496470662
"21",7,"Single",0.8,0.542923711
