"","step","sound2","response","RT"
"1",1,"Sha",0.4,0.8131123
"2",1,"Sa",0.8,0.29490633731
"3",1,"Single",0.4,0.56437685
"4",2,"Sha",0.3,0.76843042217
"5",2,"Sa",0.6,0.48136172742
"6",2,"Single",0.5,0.56066911
"7",3,"Sha",0.4,0.7035459
"8",3,"Sa",0.3,0.37207148037
"9",3,"Single",0.2,0.37799618119
"10",4,"Sha",0.3,0.74302411
"11",4,"Sa",0.9,0.2875173
"12",4,"Single",0.6,0.6003906
"13",5,"Sha",0.6,0.75503177
"14",5,"Sa",0.5,0.37739817372
"15",5,"Single",0.6,0.63130586
"16",6,"Sha",0.7,0.65758229
"17",6,"Sa",0.8,0.23590373466
"18",6,"Single",0.7,0.41160494
"19",7,"Sha",0.5,0.86464854
"20",7,"Sa",0.6,0.230294542
"21",7,"Single",0.7,0.4569021894
