"","step","sound2","response","RT"
"1",1,"Sa",0.5,0.94207949
"2",1,"Sha",0.5,0.48181037
"3",1,"Single",0.5,0.22383429891
"4",2,"Sa",0.4,0.68653843
"5",2,"Sha",0.6,0.71025237
"6",2,"Single",0.4,0.65368857659
"7",3,"Sa",0.2,0.9596481
"8",3,"Sha",0.6,1.00411594
"9",3,"Single",0.4,0.33741825577
"10",4,"Sa",0.6,0.94596747
"11",4,"Sha",0.5,0.8084188
"12",4,"Single",0.6,0.37042543333
"13",5,"Sa",0.6,0.837623917
"14",5,"Sha",0.3,0.75734286
"15",5,"Single",0.6,0.16114943365
"16",6,"Sa",0.4,0.80128278
"17",6,"Sha",0.1,1.0898596
"18",6,"Single",0.2,0.45201427098
"19",7,"Sa",0.4,1.06379113
"20",7,"Sha",0.6,0.87404265
"21",7,"Single",0.7,0.1693772699
