"","step","sound2","response","RT"
"1",1,"Sa",0,0.40754555
"2",1,"Sha",0.1,0.29176286
"3",1,"Single",0,0.144328101
"4",2,"Sa",0,0.39186229
"5",2,"Sha",0,0.250113956
"6",2,"Single",0,0.1479580684
"7",3,"Sa",0.1,0.387893081
"8",3,"Sha",0,0.249083379
"9",3,"Single",0,0.27032989725
"10",4,"Sa",0.8,0.4554168
"11",4,"Sha",0.8,0.72993587
"12",4,"Single",0.9,0.317066839
"13",5,"Sa",1,0.39941173
"14",5,"Sha",0.9,0.38930466
"15",5,"Single",1,0.169600286
"16",6,"Sa",0.9,0.304113742
"17",6,"Sha",0.9,0.35145414
"18",6,"Single",1,0.154814332
"19",7,"Sa",1,0.380226852
"20",7,"Sha",0.9,0.40489107
"21",7,"Single",0.9,0.139374274
