"","step","sound2","response","RT"
"1",1,"Sha",0,0.64236042
"2",1,"Sa",0,0.379959448
"3",1,"Single",0.1,0.42504143
"4",2,"Sha",0.2,0.638407839
"5",2,"Sa",0,0.48626668
"6",2,"Single",0,0.3864931294
"7",3,"Sha",0.4,0.45762537
"8",3,"Sa",0.2,0.63193913
"9",3,"Single",0.2,0.41777812542
"10",4,"Sha",0.8,0.54790241
"11",4,"Sa",1,0.86924738
"12",4,"Single",0.9,0.577896472
"13",5,"Sha",0.9,2.31360193
"14",5,"Sa",1,0.3781439
"15",5,"Single",1,0.50378207
"16",6,"Sha",0.9,0.5790063
"17",6,"Sa",1,0.66383627
"18",6,"Single",0.9,0.4687426
"19",7,"Sha",0.8,1.224992632
"20",7,"Sa",1,0.3286879
"21",7,"Single",1,0.552676642
