"","step","sound2","response","RT"
"1",1,"Sha",0.3,0.710523092
"2",1,"Sa",0.3,0.79856565
"3",1,"Single",0,0.84657841
"4",2,"Sha",0.1,0.485146296
"5",2,"Sa",0,0.626875588
"6",2,"Single",0,0.92776645
"7",3,"Sha",0,0.77721144
"8",3,"Sa",0,0.6387124
"9",3,"Single",0.2,0.78038526
"10",4,"Sha",0.4,0.99956352
"11",4,"Sa",0.6,0.99995059
"12",4,"Single",0.7,0.67881341
"13",5,"Sha",0.6,1.06111018
"14",5,"Sa",1,0.93308629
"15",5,"Single",0.9,0.72413752
"16",6,"Sha",0.5,0.87777623
"17",6,"Sa",1,1.02588312
"18",6,"Single",0.9,0.83807291
"19",7,"Sha",0.6,0.94659357
"20",7,"Sa",0.9,0.74862922
"21",7,"Single",1,0.7990157
