"","step","sound2","response","RT"
"1",1,"Ba",0,0.698281273
"2",1,"Da",0,0.4771201
"3",1,"Single",0,0.19331759159
"4",2,"Ba",0,0.901868424
"5",2,"Da",0.2,0.63944753
"6",2,"Single",0,0.27806884811
"7",3,"Ba",0,0.5813958
"8",3,"Da",0,0.60352957
"9",3,"Single",0,0.12213193653
"10",4,"Ba",0.5,0.79848662
"11",4,"Da",0.9,0.62775421
"12",4,"Single",0.6,0.37866150724
"13",5,"Ba",0.9,0.64552662
"14",5,"Da",1,0.67736537
"15",5,"Single",0.8,0.15140991346
"16",6,"Ba",1,0.77713599
"17",6,"Da",1,0.76020883
"18",6,"Single",1,0.18873090932
"19",7,"Ba",0.9,0.9769961
"20",7,"Da",1,0.38221891
"21",7,"Single",1,0.3675270494
