"","step","sound2","response","RT"
"1",1,"Da",0.3,0.67834463
"2",1,"Ba",0,0.337136532
"3",1,"Single",0.1,0.776694007
"4",2,"Da",0.4,0.59962338
"5",2,"Ba",0.1,0.57751116
"6",2,"Single",0.2,0.43989637
"7",3,"Da",0.3,0.56926816
"8",3,"Ba",0.1,0.667781725
"9",3,"Single",0.2,0.57482184
"10",4,"Da",0.8,0.59294702
"11",4,"Ba",0.3,0.62480315
"12",4,"Single",0.6,0.78656601
"13",5,"Da",0.6,0.59095809
"14",5,"Ba",0.7,1.30301685
"15",5,"Single",0.6,0.7224856
"16",6,"Da",0.6,0.5852417
"17",6,"Ba",0.8,0.9966377
"18",6,"Single",0.9,0.39519281
"19",7,"Da",1,0.60463958
"20",7,"Ba",0.7,1.41788612
"21",7,"Single",0.9,0.60526618
