"","step","sound2","response","RT"
"1",1,"Da",0.1,0.82744322
"2",1,"Ba",0,1.34830417
"3",1,"Single",0.1,0.61077443
"4",2,"Da",0,1.00955148
"5",2,"Ba",0,0.803110719
"6",2,"Single",0.1,0.81885002
"7",3,"Da",0.2,1.674939422
"8",3,"Ba",0.1,0.8904553373
"9",3,"Single",0.2,0.59154878
"10",4,"Da",0.5,0.55643598
"11",4,"Ba",0.8,1.22713999
"12",4,"Single",0.8,0.77929403
"13",5,"Da",0.8,0.56704062
"14",5,"Ba",1,0.68847264496
"15",5,"Single",1,0.7123196
"16",6,"Da",1,0.597435716
"17",6,"Ba",0.8,0.66733976
"18",6,"Single",0.9,0.54399168
"19",7,"Da",1,0.67168392
"20",7,"Ba",0.8,1.71161436
"21",7,"Single",1,0.622263909
