"","step","sound2","response","RT"
"1",1,"Da",0,0.848397209
"2",1,"Ba",0.1,0.56723328865
"3",1,"Single",0.2,0.28341197334
"4",2,"Da",0.1,0.50367952755
"5",2,"Ba",0.2,0.389070877
"6",2,"Single",0.4,0.10853255288
"7",3,"Da",0.3,1.55262441423
"8",3,"Ba",0.1,0.56952307317
"9",3,"Single",0.3,0.24285618877
"10",4,"Da",0.7,0.89886164828
"11",4,"Ba",0.6,0.81768832
"12",4,"Single",0.8,0.26063561491
"13",5,"Da",1,0.69316101
"14",5,"Ba",0.9,0.6493329052
"15",5,"Single",0.9,0.26876703089
"16",6,"Da",0.9,0.570771177
"17",6,"Ba",1,1.342561974
"18",6,"Single",0.8,0.12253237503
"19",7,"Da",1,2.0244944
"20",7,"Ba",1,0.79421414599
"21",7,"Single",0.5,0.32342693036
