"","step","sound2","response","RT"
"1",1,"Sa",0.6,0.53959642
"2",1,"Sha",0.8,0.500020319
"3",1,"Single",0.2,1.23438599
"4",2,"Sa",0.4,0.5527863
"5",2,"Sha",0.4,0.37873633
"6",2,"Single",0.2,1.17844518
"7",3,"Sa",0.4,0.5856451
"8",3,"Sha",0.6,0.26533384671
"9",3,"Single",0.7,1.43692461
"10",4,"Sa",0.4,0.59755203
"11",4,"Sha",0.5,0.355239798
"12",4,"Single",0.7,1.15101169
"13",5,"Sa",0.4,0.57709784
"14",5,"Sha",0.8,0.340016108
"15",5,"Single",0.6,1.5597628
"16",6,"Sa",0.7,0.57607817
"17",6,"Sha",0.2,0.44294337
"18",6,"Single",0.7,1.22963031
"19",7,"Sa",0.6,0.89556125
"20",7,"Sha",0.3,0.348377674
"21",7,"Single",0.9,1.2020155
