"","step","sound2","response","RT"
"1",1,"Sha",0,0.57371454
"2",1,"Sa",0,1.46806289
"3",1,"Single",0.3,1.82264170447
"4",2,"Sha",0,0.58856109
"5",2,"Sa",0,1.16016008
"6",2,"Single",0,0.6735805555
"7",3,"Sha",0,0.63966107
"8",3,"Sa",0,0.80241305
"9",3,"Single",0.1,0.330982133
"10",4,"Sha",0.2,0.62510106
"11",4,"Sa",0.2,1.1540711
"12",4,"Single",0.3,0.84055939
"13",5,"Sha",0.7,0.67837742
"14",5,"Sa",0.7,1.00117392
"15",5,"Single",0.9,0.6734706248
"16",6,"Sha",1,0.44238822
"17",6,"Sa",0.7,1.1582489
"18",6,"Single",1,0.38639153048
"19",7,"Sha",1,0.65570122
"20",7,"Sa",1,0.92344921
"21",7,"Single",1,0.45678251
