"","step","sound2","response","RT"
"1",1,"Ba",0,0.84793639
"2",1,"Da",0,0.9522988
"3",1,"Single",0.2,0.343798027
"4",2,"Ba",0.2,1.06578846
"5",2,"Da",0.1,0.74584
"6",2,"Single",0.2,0.39103843976
"7",3,"Ba",0.2,0.87376643
"8",3,"Da",0,0.80035131
"9",3,"Single",0.4,0.518525875
"10",4,"Ba",0.8,4.55352808
"11",4,"Da",0.9,0.73120708
"12",4,"Single",0.8,0.83776276
"13",5,"Ba",0.8,1.91271729
"14",5,"Da",0.9,1.14240533
"15",5,"Single",0.7,0.4404570183
"16",6,"Ba",0.9,1.01492191
"17",6,"Da",0.9,0.90166451
"18",6,"Single",0.7,0.408369827
"19",7,"Ba",0.7,1.42263182
"20",7,"Da",1,0.63637412
"21",7,"Single",0.9,0.82258481
