"","step","sound2","response","RT"
"1",1,"Ba",0,0.68449707
"2",1,"Da",0.1,0.35338076978
"3",1,"Single",0,0.34731871
"4",2,"Ba",0.1,0.71267738
"5",2,"Da",0.2,0.5782656
"6",2,"Single",0.1,0.60690202
"7",3,"Ba",0.1,0.57563155
"8",3,"Da",0,0.53985599
"9",3,"Single",0.4,0.8684943
"10",4,"Ba",0.7,0.85918001
"11",4,"Da",0.1,0.42783009
"12",4,"Single",0.9,0.60276702
"13",5,"Ba",0.9,0.53687466
"14",5,"Da",0.3,0.51867882162
"15",5,"Single",1,0.70886535
"16",6,"Ba",1,0.57504882
"17",6,"Da",0.3,0.49383834
"18",6,"Single",1,0.61227628
"19",7,"Ba",1,1.00272658
"20",7,"Da",0.9,0.485707195
"21",7,"Single",1,0.58761284
