"","step","sound2","response","RT"
"1",1,"Da",0,1.11903383
"2",1,"Ba",0,1.11700482
"3",1,"Single",0.1,0.84320691
"4",2,"Da",0.3,0.74723901
"5",2,"Ba",0.1,0.95363458
"6",2,"Single",0.3,0.536258772
"7",3,"Da",0.4,0.95505061
"8",3,"Ba",0.3,0.35294469125
"9",3,"Single",0,0.91145402
"10",4,"Da",0.5,0.79310565
"11",4,"Ba",0.2,0.72136325
"12",4,"Single",0.6,0.72903968
"13",5,"Da",1,0.70200321186
"14",5,"Ba",0.3,1.3204464
"15",5,"Single",0.6,0.96785126
"16",6,"Da",1,0.73746296
"17",6,"Ba",0.8,1.08888084
"18",6,"Single",0.7,0.69820201
"19",7,"Da",0.9,0.70920092
"20",7,"Ba",0.9,1.0692057
"21",7,"Single",0.7,0.63241605
