"","step","sound2","response","RT"
"1",1,"Sha",0,0.94544039
"2",1,"Sa",0,0.79984329
"3",1,"Single",0.1,0.600635205
"4",2,"Sha",0,0.71587319
"5",2,"Sa",0.1,0.58263426
"6",2,"Single",0.3,0.19340671685
"7",3,"Sha",0,1.02411392
"8",3,"Sa",0.7,1.23127067
"9",3,"Single",0.1,0.1890885621
"10",4,"Sha",0.1,1.07108337
"11",4,"Sa",0.7,0.60649569
"12",4,"Single",0.6,0.22717772241
"13",5,"Sha",0.7,0.69459202
"14",5,"Sa",1,1.36087329
"15",5,"Single",0.8,0.20715531109
"16",6,"Sha",1,0.745385477
"17",6,"Sa",1,0.80743089
"18",6,"Single",0.5,0.12867339179
"19",7,"Sha",0.9,1.50961517
"20",7,"Sa",1,0.74774796
"21",7,"Single",1,0.19583702692
