"","step","sound2","response","RT"
"1",1,"Sa",0.8,0.98268719
"2",1,"Sha",0.2,1.19002939
"3",1,"Single",0,0.745178451
"4",2,"Sa",0.8,1.26973864
"5",2,"Sha",0.1,0.71466652
"6",2,"Single",0,0.55079093
"7",3,"Sa",0.6,0.94940068
"8",3,"Sha",0.3,0.73817679
"9",3,"Single",0.3,2.25862578
"10",4,"Sa",0.8,0.79984127
"11",4,"Sha",0.9,1.28561458
"12",4,"Single",0.6,0.66048684
"13",5,"Sa",0.7,0.84510933
"14",5,"Sha",0.8,0.88296653
"15",5,"Single",0.8,1.42242645
"16",6,"Sa",0.8,1.39758969
"17",6,"Sha",0.7,1.74390392
"18",6,"Single",0.7,2.84857099
"19",7,"Sa",0.9,0.9731746
"20",7,"Sha",0.7,1.96313701
"21",7,"Single",0.9,1.1233627
