"","step","sound2","response","RT"
"1",1,"Sha",0.1,0.503147565
"2",1,"Sa",0.5,0.7884432295
"3",1,"Single",0.6,0.25730385526
"4",2,"Sha",0.1,0.98343091996
"5",2,"Sa",0.4,0.89712169779
"6",2,"Single",0.6,0.60115583
"7",3,"Sha",0.2,0.48628302
"8",3,"Sa",0.3,0.33539166219
"9",3,"Single",0.5,0.66661503
"10",4,"Sha",0.2,0.30644319336
"11",4,"Sa",0.6,0.90392728
"12",4,"Single",0.5,1.0360554336
"13",5,"Sha",0.2,0.393176843
"14",5,"Sa",0.4,0.47275743664
"15",5,"Single",0.5,0.88373939953
"16",6,"Sha",0.1,0.6572976
"17",6,"Sa",0.6,0.35728200832
"18",6,"Single",0.7,0.6117285
"19",7,"Sha",0.3,0.8681688836
"20",7,"Sa",0.7,0.6938655
"21",7,"Single",0.9,0.875210522
