"","step","sound2","response","RT"
"1",1,"Sha",0.3,0.85559983
"2",1,"Sa",0.5,0.61176563
"3",1,"Single",0,0.78428945
"4",2,"Sha",0.4,0.85543713
"5",2,"Sa",0.3,0.862348894
"6",2,"Single",0,0.57970513
"7",3,"Sha",0.6,0.64948404
"8",3,"Sa",0.3,0.7566859128
"9",3,"Single",0.9,0.54466443
"10",4,"Sha",0.5,0.66260791
"11",4,"Sa",0.8,0.76290841428
"12",4,"Single",1,0.51383936
"13",5,"Sha",0.4,1.04496145
"14",5,"Sa",0.9,0.4507293
"15",5,"Single",1,0.54972181
"16",6,"Sha",0.4,0.94815935995
"17",6,"Sa",0.8,0.51523234
"18",6,"Single",0.9,0.70122119
"19",7,"Sha",0.7,0.636117
"20",7,"Sa",0.8,0.62310537582
"21",7,"Single",1,0.51201311
