"","step","sound2","response","RT"
"1",1,"Da",0,1.35538179
"2",1,"Ba",0.1,0.57796361
"3",1,"Single",0.1,0.61680444
"4",2,"Da",0,0.9211239
"5",2,"Ba",0,0.6381927
"6",2,"Single",0.2,0.348668392
"7",3,"Da",0.3,1.162070007
"8",3,"Ba",0.3,2.14363377
"9",3,"Single",0.1,0.589771772
"10",4,"Da",0.2,0.98826928
"11",4,"Ba",0.3,1.06917187024
"12",4,"Single",0.4,0.32434966742
"13",5,"Da",0.5,0.90741008
"14",5,"Ba",0.6,1.21265222638
"15",5,"Single",0.9,1.4786485173
"16",6,"Da",0.7,1.36189168
"17",6,"Ba",0.7,0.795789273
"18",6,"Single",0.9,0.51264539
"19",7,"Da",1,0.5838158
"20",7,"Ba",0.8,0.84446898155
"21",7,"Single",0.9,0.630733304
