"","step","sound2","response","RT"
"1",1,"Ba",0.1,0.62499054
"2",1,"Da",0.1,0.554647
"3",1,"Single",0,0.556920039
"4",2,"Ba",0,0.53868145
"5",2,"Da",0,0.6635585
"6",2,"Single",0,0.40929579358
"7",3,"Ba",0.1,0.56885601
"8",3,"Da",0,0.86983852
"9",3,"Single",0.1,0.384420294
"10",4,"Ba",0.3,0.6737817
"11",4,"Da",0.7,1.33565651
"12",4,"Single",0.4,0.77699708
"13",5,"Ba",0.5,0.60507321
"14",5,"Da",0.9,0.88520042
"15",5,"Single",0.8,0.691615286
"16",6,"Ba",0.8,0.85841319
"17",6,"Da",0.9,0.67697502
"18",6,"Single",0.9,0.453561575
"19",7,"Ba",0.9,0.55173305
"20",7,"Da",0.9,0.7968231
"21",7,"Single",1,0.4851178
