"","step","sound2","response","RT"
"1",1,"Da",0,0.4447892
"2",1,"Ba",0,0.41397559
"3",1,"Single",0,0.64504161
"4",2,"Da",0,0.7828094
"5",2,"Ba",0,0.4394714
"6",2,"Single",0.1,1.11946702
"7",3,"Da",0,0.57160679
"8",3,"Ba",0.1,0.5842884
"9",3,"Single",0,0.71063041
"10",4,"Da",0.2,0.71774146
"11",4,"Ba",0.5,0.62386933
"12",4,"Single",0.9,0.63925262
"13",5,"Da",0.8,0.51899299822
"14",5,"Ba",0.8,0.748507
"15",5,"Single",0.9,0.415310446
"16",6,"Da",1,0.389627777
"17",6,"Ba",0.9,0.72284291
"18",6,"Single",1,0.97732528
"19",7,"Da",0.9,0.47844508
"20",7,"Ba",1,0.62044766
"21",7,"Single",0.9,0.44556112
