"","step","sound2","response","RT"
"1",1,"Da",0,0.36559532
"2",1,"Ba",0,1.34070757
"3",1,"Single",0,0.67807997
"4",2,"Da",0,0.3036093
"5",2,"Ba",0,0.62732507
"6",2,"Single",0.1,0.93427863
"7",3,"Da",0.1,0.33558525
"8",3,"Ba",0.1,1.32603449
"9",3,"Single",0.1,0.67173139
"10",4,"Da",0.5,0.3600731
"11",4,"Ba",0.8,1.57125721
"12",4,"Single",0.8,1.08346392
"13",5,"Da",1,0.35632264
"14",5,"Ba",1,1.0823803
"15",5,"Single",1,0.40341993
"16",6,"Da",0.8,0.44687776
"17",6,"Ba",1,1.42522135
"18",6,"Single",1,0.74338576
"19",7,"Da",1,0.30080547
"20",7,"Ba",1,2.1517383
"21",7,"Single",1,0.27971075
