"","step","sound2","response","RT"
"1",1,"Sa",0.3,1.39282189
"2",1,"Sha",0.2,1.1490011
"3",1,"Single",0.2,0.63157457
"4",2,"Sa",0,1.12161343
"5",2,"Sha",0.1,0.87920953
"6",2,"Single",0.5,1.077026405
"7",3,"Sa",0.4,1.05526619
"8",3,"Sha",0.2,1.12640091
"9",3,"Single",0.8,0.60771714
"10",4,"Sa",0.7,0.70019818
"11",4,"Sha",0.8,0.9448799
"12",4,"Single",0.9,0.587503095
"13",5,"Sa",1,0.70353812
"14",5,"Sha",0.8,1.12984464
"15",5,"Single",1,0.627107205
"16",6,"Sa",1,0.79984252
"17",6,"Sha",1,1.32597122
"18",6,"Single",1,0.426684983
"19",7,"Sa",1,1.06892399
"20",7,"Sha",1,1.35259517
"21",7,"Single",0.9,0.46858813
