"","step","sound2","response","RT"
"1",1,"Da",0.6,1.35471801
"2",1,"Ba",0.2,1.36899534
"3",1,"Single",0.1,0.50535378102
"4",2,"Da",0.4,1.41751289
"5",2,"Ba",0.1,1.12447131
"6",2,"Single",0,0.71727472
"7",3,"Da",0.2,1.16541949
"8",3,"Ba",0.2,1.68645048
"9",3,"Single",0.1,0.67001303
"10",4,"Da",0.5,1.24514449
"11",4,"Ba",0.4,0.789607416
"12",4,"Single",0.6,0.5926742873
"13",5,"Da",0.8,1.19012466
"14",5,"Ba",0.7,1.24830051
"15",5,"Single",0.9,0.56219757
"16",6,"Da",0.6,2.0428554
"17",6,"Ba",0.8,1.33769921
"18",6,"Single",0.6,0.607938072
"19",7,"Da",0.333333333333333,0.8655116
"20",7,"Ba",0.9,1.29246219
"21",7,"Single",0.7,0.75414157
