"","step","sound2","response","RT"
"1",1,"Sha",0.5,0.8807326957
"2",1,"Sa",0.3,1.443856899
"3",1,"Single",0.4,0.83331168
"4",2,"Sha",0.8,1.09204802255
"5",2,"Sa",0.6,0.824174508
"6",2,"Single",0.3,0.80602381
"7",3,"Sha",0.2,0.68422487495
"8",3,"Sa",0.4,1.312969
"9",3,"Single",0.6,0.97889342
"10",4,"Sha",0.7,0.81097871475
"11",4,"Sa",0.3,1.86675248724
"12",4,"Single",0.6,0.98433222
"13",5,"Sha",0.4,0.77392442
"14",5,"Sa",0.5,1.19999552
"15",5,"Single",0.8,0.77520638
"16",6,"Sha",0.5,1.40012861
"17",6,"Sa",0.6,1.38582382175
"18",6,"Single",0.3,0.915424
"19",7,"Sha",0.6,1.62956198393
"20",7,"Sa",0.4,0.53118253564
"21",7,"Single",0.5,0.71934281
