"","step","sound2","response","RT"
"1",1,"Ba",0.2,0.51390008
"2",1,"Da",0.3,0.60632901
"3",1,"Single",0.1,0.45160598323
"4",2,"Ba",0.2,0.65400556
"5",2,"Da",0.3,1.04972819
"6",2,"Single",0.1,0.78273927341
"7",3,"Ba",0.4,0.63145437
"8",3,"Da",0.4,1.00333012
"9",3,"Single",0.3,0.39483578559
"10",4,"Ba",0.8,0.860035237
"11",4,"Da",0.9,0.91022171
"12",4,"Single",0.8,0.54011221193
"13",5,"Ba",0.9,0.54455882522
"14",5,"Da",0.7,0.73703201
"15",5,"Single",0.9,0.70417383
"16",6,"Ba",0.7,0.742121022
"17",6,"Da",0.9,0.95435319
"18",6,"Single",0.6,0.49362841649
"19",7,"Ba",0.7,0.91336181
"20",7,"Da",0.8,0.56172341
"21",7,"Single",0.8,0.65035642
