"","step","sound2","response","RT"
"1",1,"Ba",0,1.35519425
"2",1,"Da",0.4,1.07249721
"3",1,"Single",0.1,0.88889737
"4",2,"Ba",0,0.50717950231
"5",2,"Da",0.2,1.13849604
"6",2,"Single",0,0.84277691
"7",3,"Ba",0.1,0.54025606927
"8",3,"Da",0.4,1.65290325
"9",3,"Single",0.4,0.61235811
"10",4,"Ba",0,0.67713504
"11",4,"Da",0.7,0.88003429
"12",4,"Single",0.9,0.43476334
"13",5,"Ba",0.3,0.71050027372
"14",5,"Da",0.7,1.23319773
"15",5,"Single",0.9,0.71710969
"16",6,"Ba",0.6,1.96507008
"17",6,"Da",0.9,1.29100997
"18",6,"Single",1,0.64465739
"19",7,"Ba",0.7,0.77986289
"20",7,"Da",0.9,0.821087
"21",7,"Single",1,0.71081021
