"","step","sound2","response","RT"
"1",1,"Ba",0.7,0.81730369
"2",1,"Da",0.5,1.38625194933
"3",1,"Single",0.4,0.22048877162
"4",2,"Ba",0.8,0.90314110816
"5",2,"Da",0.4,0.967531226
"6",2,"Single",0.7,0.28155212675
"7",3,"Ba",0.6,0.85582501
"8",3,"Da",0.8,0.81579798503
"9",3,"Single",0.3,0.22702004978
"10",4,"Ba",0.6,1.19868431
"11",4,"Da",0.3,0.55219389311
"12",4,"Single",0.4,0.099638676
"13",5,"Ba",0.4,0.803518328
"14",5,"Da",0.5,0.92475909718
"15",5,"Single",0.5,0.12060561034
"16",6,"Ba",0.6,0.938377619
"17",6,"Da",0.6,0.85598206838
"18",6,"Single",0.5,0.16779062439
"19",7,"Ba",0.7,1.02977519
"20",7,"Da",0.2,1.00855063341
"21",7,"Single",0.5,0.0760232743
