"","step","sound2","response","RT"
"1",1,"Sha",0,0.40781393
"2",1,"Sa",0.4,0.504206593
"3",1,"Single",0.1,0.3189576
"4",2,"Sha",0.1,0.63537344
"5",2,"Sa",0.5,0.68489034
"6",2,"Single",0.1,0.297921982
"7",3,"Sha",0.5,0.51411233
"8",3,"Sa",0.6,0.42286407
"9",3,"Single",0.5,0.406960823
"10",4,"Sha",0.9,0.7321262
"11",4,"Sa",0.9,0.43195561
"12",4,"Single",0.9,0.43435570169
"13",5,"Sha",0.9,0.73665967
"14",5,"Sa",0.6,0.57131399
"15",5,"Single",0.9,0.34543836
"16",6,"Sha",0.9,0.53093314
"17",6,"Sa",0.8,0.3909464
"18",6,"Single",1,0.57649887
"19",7,"Sha",0.8,0.60385341
"20",7,"Sa",1,0.79317711
"21",7,"Single",0.8,0.60067927812
