"","step","sound2","response","RT"
"1",1,"Ba",0,0.99059345
"2",1,"Da",0.1,0.71890499
"3",1,"Single",0.2,0.98487987069
"4",2,"Ba",0,1.10970189
"5",2,"Da",0.2,1.05756158
"6",2,"Single",0.2,1.29112641
"7",3,"Ba",0.4,2.4174099
"8",3,"Da",0.1,1.0335982
"9",3,"Single",0.3,1.40262511
"10",4,"Ba",0.6,2.16552167
"11",4,"Da",0.6,1.39420047
"12",4,"Single",0.7,1.8688548
"13",5,"Ba",0.6,4.51032021
"14",5,"Da",0.8,0.7376715
"15",5,"Single",0.8,1.72386452
"16",6,"Ba",0.6,1.8264512
"17",6,"Da",1,0.94404412
"18",6,"Single",0.7,1.52598228
"19",7,"Ba",0.5,1.7933551
"20",7,"Da",0.8,0.62074611
"21",7,"Single",0.7,1.0730405
