"","step","sound2","response","RT"
"1",1,"Sa",0.1,1.01833068
"2",1,"Sha",0.1,0.76966628
"3",1,"Single",0,0.57229592
"4",2,"Sa",0.4,0.94304607
"5",2,"Sha",0.2,0.65257031
"6",2,"Single",0.1,0.72065763
"7",3,"Sa",0.6,1.12480889
"8",3,"Sha",0.3,0.8063804
"9",3,"Single",0,0.58631306
"10",4,"Sa",0.6,1.22843009
"11",4,"Sha",0.5,0.92027657
"12",4,"Single",0.8,0.81426808
"13",5,"Sa",0.8,0.8861483
"14",5,"Sha",0.7,0.885798
"15",5,"Single",0.9,0.64374362
"16",6,"Sa",0.8,1.05131517
"17",6,"Sha",0.6,0.77937301
"18",6,"Single",1,0.66890377
"19",7,"Sa",0.7,1.0870645
"20",7,"Sha",0.7,0.72095261
"21",7,"Single",0.8,0.73448297
