SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
JB578,0.100000,Ba,4.939613,3.076562,0.100000,0.051650,0.000088,10.550779,0.088181,22.846808
JB578,0.100000,Da,4.456933,2.602682,0.000058,0.100000,0.000092,3.936971,0.027630,21.120716
JB578,0.100000,Single,3.600191,1.202040,0.000000,0.034985,0.000000,2.704320,0.040021,25.869181
