SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
HB205,0.100000,Sa,3.591683,3.635988,0.029054,0.032221,0.000000,7.442009,0.039721,9.752489
HB205,0.100000,Sha,3.426787,3.012153,0.091109,0.000000,0.000000,3.135432,0.019543,18.262902
HB205,0.100000,Single,5.868843,0.147710,0.041754,0.099999,0.000000,3.930965,0.095294,46.471935
