SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
KB396,0.000000,Ba,4.320387,0.969745,0.000000,0.000000,0.000000,7.056507,0.097691,26.692009
KB396,0.000000,Da,4.516560,1.177516,0.000000,0.000000,0.000000,10.062603,0.135976,21.093614
KB396,0.000000,Single,3.800305,2.122528,0.000000,0.000000,0.000000,5.691539,0.026099,12.610302
