SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
IB274,0.000000,Ba,3.381985,1.212653,0.000000,0.000000,0.000000,2.662042,0.031895,24.115986
IB274,0.000000,Da,3.381975,1.212616,0.000000,0.000000,0.000000,15.665361,0.152727,17.614327
IB274,0.000000,Single,2.800694,2.488597,0.000000,0.000000,0.000000,1.080750,0.009392,12.610302
