SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
IB748,0.150000,Ba,5.003184,0.875033,0.000034,0.000001,0.000593,4.999896,0.084933,28.726994
IB748,0.150000,Da,3.234439,1.297320,0.034567,0.000000,0.000005,8.544846,0.085761,23.021061
IB748,0.150000,Single,4.239157,0.789960,0.150000,0.061831,0.000000,9.051525,0.130966,35.036992
