SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
JB578,0.100000,Sa,2.404456,0.710190,0.092434,0.100000,0.000108,5.693494,0.119728,36.279939
JB578,0.100000,Sha,3.449585,3.153618,0.100000,0.049182,0.000000,6.994943,0.058186,22.618351
JB578,0.100000,Single,3.066033,1.401969,0.100000,0.100000,0.000001,1.484718,0.018808,34.553847
