SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
IB640,0.000000,Sa,0.892033,0.189201,0.000000,0.000000,0.000000,5.778218,0.134796,41.794211
IB640,0.000000,Sha,4.724785,0.679914,0.000000,0.000000,0.000000,7.856828,0.107519,32.380534
IB640,0.000000,Single,3.529902,0.719048,0.000000,0.000000,0.000000,7.583199,0.099309,31.951593
