SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
KB509,0.000000,Sa,3.286567,3.561977,0.000000,0.000000,0.000000,2.001118,0.009649,5.004024
KB509,0.000000,Sha,3.449430,0.868485,0.000000,0.000000,0.000000,7.868785,0.080902,28.243849
KB509,0.000000,Single,3.395627,1.622061,0.000000,0.000000,0.000000,10.227245,0.078191,14.756513
