SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
GB762,0.250000,Ba,4.879819,3.063083,0.016724,0.050116,0.000000,5.390193,0.032034,15.861132
GB762,0.250000,Da,5.392736,3.487783,0.050457,0.062787,0.000000,9.417905,0.069916,14.756513
GB762,0.250000,Single,4.984948,3.132434,0.181921,0.075893,0.000000,2.615990,0.015782,26.692009
