SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
LB250,0.400000,Ba,4.282952,3.465406,0.031941,0.000000,0.000000,4.223702,0.020875,8.254854
LB250,0.400000,Da,4.292625,3.101621,0.000000,0.000000,0.000007,0.488858,0.000500,9.359473
LB250,0.400000,Single,4.089864,2.891478,0.065977,0.032712,0.000000,5.219453,0.027172,18.437156
