SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
LB427,0.050000,Sa,3.296248,1.721873,0.000000,0.000000,0.000000,1.083171,0.004384,18.235800
LB427,0.050000,Sha,3.672175,2.972103,0.000000,0.049996,0.000000,2.125202,0.008899,14.363497
LB427,0.050000,Single,3.274156,3.538796,0.050000,0.000224,0.000000,7.824298,0.045419,10.008048
