SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
HB240,0.000000,Ba,6.120506,0.483881,0.000000,0.000000,0.000000,4.536911,0.091853,34.835637
HB240,0.000000,Da,3.353773,0.590422,0.000000,0.000000,0.000000,9.829522,0.198840,33.731018
HB240,0.000000,Single,4.805799,3.029642,0.000000,0.000000,0.000000,0.773256,0.002947,9.980946
